Year,Season,Genotype_ID,Genotype_ID_C,Treatment,Plant_ID,Date,Length_of_Leaf_4_mm,Length_of_Leaf_5_mm,Length_of_Leaf_5_cm,Origin_Grouped_by_Region,Origin_Single,Origin_Grouped_by_Climate,Genetic_Origin,Length_of_Lean_4_cm
2024,SUMMER,B73,B73,Control,70,2024-06-13,NA,410,41,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-12,NA,355,36,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-11,NA,280,28,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-10,NA,205,21,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-09,NA,153,15,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-08,NA,105,11,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,70,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-18,NA,438,44,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-16,NA,437,44,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-17,NA,437,44,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-15,NA,429,43,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-14,NA,408,41,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-13,NA,370,37,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-12,NA,325,33,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-11,NA,271,27,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-10,NA,210,21,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-09,NA,158,16,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-08,NA,110,11,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-19,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-20,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-21,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-22,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,71,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-20,NA,531,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-19,NA,530,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-18,NA,525,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-17,NA,520,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-15,NA,502,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-14,NA,453,45,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-13,NA,404,40,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-16,NA,402,40,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-12,NA,338,34,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-11,NA,268,27,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-10,NA,206,21,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-09,NA,147,15,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-08,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-21,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-22,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,72,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-16,NA,535,54,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-17,NA,531,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-15,NA,529,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-18,NA,527,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-14,NA,506,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-13,NA,478,48,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-12,NA,420,42,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-11,NA,349,35,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-10,NA,277,28,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-09,NA,217,22,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-08,NA,150,15,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-19,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-20,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-21,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-22,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,73,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-21,NA,559,56,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-20,NA,558,56,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-22,NA,558,56,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-19,NA,556,56,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-17,NA,546,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-18,NA,545,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-16,NA,535,54,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-15,NA,526,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-14,NA,486,49,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-13,NA,437,44,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-12,NA,381,38,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-11,NA,304,30,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-10,NA,234,23,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-09,NA,166,17,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-08,NA,115,12,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,74,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-20,NA,546,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-23,NA,545,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-22,NA,543,54,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-21,NA,542,54,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-16,NA,536,54,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-19,NA,530,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-18,NA,529,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-17,NA,523,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-15,NA,502,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-14,NA,452,45,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-13,NA,406,41,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-12,NA,349,35,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-11,NA,282,28,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-10,NA,223,22,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-09,NA,162,16,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-08,NA,123,12,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,75,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-16,NA,533,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-19,NA,515,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-20,NA,512,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-18,NA,507,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-17,NA,502,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-15,NA,486,49,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-14,NA,440,44,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-13,NA,382,38,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-12,NA,323,32,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-11,NA,250,25,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-10,NA,190,19,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-09,NA,124,12,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-08,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-21,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-22,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,76,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-20,NA,557,56,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-19,NA,550,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-18,NA,548,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-17,NA,545,55,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-15,NA,536,54,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-14,NA,507,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-16,NA,495,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-13,NA,456,46,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-12,NA,394,39,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-11,NA,323,32,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-10,NA,255,26,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-09,NA,192,19,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-08,NA,120,12,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-21,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-22,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,77,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-16,NA,529,53,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-20,NA,521,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-15,NA,520,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-17,NA,517,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-18,NA,515,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-19,NA,515,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-14,NA,496,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-13,NA,455,46,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-12,NA,390,39,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-11,NA,321,32,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-10,NA,255,26,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-09,NA,196,20,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-08,NA,135,14,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-21,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-22,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,78,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-20,NA,523,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-22,NA,522,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-21,NA,520,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-19,NA,517,52,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-17,NA,507,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-18,NA,504,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-16,NA,501,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-15,NA,488,49,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-14,NA,455,46,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-13,NA,405,41,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-12,NA,352,35,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-11,NA,281,28,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-10,NA,217,22,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-09,NA,159,16,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-08,NA,100,10,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-23,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,79,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-20,NA,506,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-22,NA,505,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-23,NA,505,51,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-21,NA,500,50,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-19,NA,492,49,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-18,NA,481,48,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-17,NA,480,48,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-15,NA,456,46,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-16,NA,455,46,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-14,NA,421,42,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-13,NA,385,39,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-12,NA,345,35,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-11,NA,279,28,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-10,NA,236,24,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-09,NA,175,18,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-08,NA,110,11,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-24,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-25,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,B73,B73,Control,80,2024-06-07,NA,NA,NA,USA,IOWA,TEMPERATE,Stiff Stalk,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-18,NA,467,46.7,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-17,NA,456,45.6,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-16,NA,455,45.5,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-15,NA,447,44.7,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-14,NA,438,43.8,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-13,NA,408,41,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-12,NA,354,35.4,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-11,NA,284,28.4,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-10,NA,239,23.9,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-09,NA,186,18.6,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-08,NA,132,13.2,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-07,NA,NA,NA,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-19,NA,469,46.9,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-20,NA,478,47.8,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-21,NA,471,47,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-22,NA,NA,NA,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-23,NA,NA,NA,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-24,NA,NA,NA,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-25,NA,NA,NA,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,21,2024-06-26,NA,NA,NA,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-18,NA,486,48.6,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-17,NA,481,48.1,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-15,NA,472,47.2,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-16,NA,472,47.2,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-14,NA,467,46.7,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-13,NA,453,45,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-12,NA,401,40.1,USA,INDIANA,TEMPERATE,POPCORN,
2024,SUMMER,HP301,HP301,Drought,22,2024-06-11,NA,338,33.8,USA,INDIANA,TEMPERATE,POPCORN,
